family,target,trial,score,dt,params
lgb,gender,46,0.852382,25.59,"{""n_estimators"": 5000, ""learning_rate"": 0.013976756638479101, ""num_leaves"": 23, ""max_depth"": 4, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 1.0, ""bagging_freq"": 7, ""reg_alpha"": 0.0009895180926424113, ""reg_lambda"": 0.13215812564221152, ""min_split_gain"": 0.0011588867227919492, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,47,0.873532,43.28,"{""n_estimators"": 3500, ""learning_rate"": 0.024539208654189928, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 5, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 0.0017241620104989379, ""reg_lambda"": 3.0336089623269586, ""min_split_gain"": 0.0006862989619916012, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,48,0.863831,38.05,"{""n_estimators"": 800, ""learning_rate"": 0.010036591187387518, ""num_leaves"": 31, ""max_depth"": 16, ""min_child_samples"": 10, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.5, ""bagging_freq"": 10, ""reg_alpha"": 0.10544915283103051, ""reg_lambda"": 0.011371400947023855, ""min_split_gain"": 0.00753975501386966, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,49,0.814834,28.32,"{""n_estimators"": 1600, ""learning_rate"": 0.003033602054102116, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 3, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.7, ""bagging_freq"": 5, ""reg_alpha"": 0.1142833720714276, ""reg_lambda"": 0.01518762511685526, ""min_split_gain"": 0.0016402734132460555, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,50,0.871985,109.39,"{""n_estimators"": 3500, ""learning_rate"": 0.006545836899087387, ""num_leaves"": 47, ""max_depth"": 9, ""min_child_samples"": 2, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 0.002424432433663956, ""reg_lambda"": 0.001517839937063099, ""min_split_gain"": 0.0768729001911229, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,51,0.870226,34.60,"{""n_estimators"": 600, ""learning_rate"": 0.014764939351262276, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 40, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.8, ""bagging_freq"": 10, ""reg_alpha"": 1.0691632336788306, ""reg_lambda"": 0.004697948712419205, ""min_split_gain"": 0.0021375502298127793, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,52,0.866000,62.19,"{""n_estimators"": 2400, ""learning_rate"": 0.018619637810624985, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 5, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.4353916612989743, ""reg_lambda"": 0.13207006901281187, ""min_split_gain"": 0.00028291483713156643, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,53,0.844785,10.71,"{""n_estimators"": 800, ""learning_rate"": 0.028485478571981648, ""num_leaves"": 255, ""max_depth"": 9, ""min_child_samples"": 120, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.5, ""bagging_freq"": 7, ""reg_alpha"": 0.00021540293697754417, ""reg_lambda"": 0.24805003960587088, ""min_split_gain"": 0.0003978042840009141, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,54,0.861824,9.96,"{""n_estimators"": 3500, ""learning_rate"": 0.07815816828058098, ""num_leaves"": 47, ""max_depth"": 16, ""min_child_samples"": 40, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.0007339634868171874, ""reg_lambda"": 0.001441255386914942, ""min_split_gain"": 0.0018911915242235363, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,55,0.856949,10.63,"{""n_estimators"": 800, ""learning_rate"": 0.045233928703795674, ""num_leaves"": 31, ""max_depth"": 12, ""min_child_samples"": 80, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 0.029679023460125027, ""reg_lambda"": 0.00041051881015004315, ""min_split_gain"": 0.0016655818536867224, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,56,0.863977,10.28,"{""n_estimators"": 400, ""learning_rate"": 0.07870837091251785, ""num_leaves"": 23, ""max_depth"": 12, ""min_child_samples"": 120, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 1.2916748272736558, ""reg_lambda"": 9.191383332758617, ""min_split_gain"": 0.00015023395177563972, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,57,0.867082,21.43,"{""n_estimators"": 400, ""learning_rate"": 0.016142283989716, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 3, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.5, ""bagging_freq"": 10, ""reg_alpha"": 0.0002695340416344124, ""reg_lambda"": 0.712871223927796, ""min_split_gain"": 0.009000544905739405, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,58,0.837376,41.13,"{""n_estimators"": 2400, ""learning_rate"": 0.0035523940564693352, ""num_leaves"": 23, ""max_depth"": 7, ""min_child_samples"": 2, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 0.47137860098673007, ""reg_lambda"": 0.0008422495106266875, ""min_split_gain"": 0.050759744390142844, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,59,0.820269,30.96,"{""n_estimators"": 2400, ""learning_rate"": 0.0041277757810792085, ""num_leaves"": 383, ""max_depth"": 6, ""min_child_samples"": 5, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 3, ""reg_alpha"": 0.8580912601167694, ""reg_lambda"": 0.023686622849554008, ""min_split_gain"": 0.08639940700671059, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,60,0.855872,9.86,"{""n_estimators"": 1200, ""learning_rate"": 0.06593927339948108, ""num_leaves"": 47, ""max_depth"": 4, ""min_child_samples"": 40, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 0, ""reg_alpha"": 1.8860416605711348, ""reg_lambda"": 0.00015862528986182654, ""min_split_gain"": 0.00020875254591895903, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,61,0.857980,82.94,"{""n_estimators"": 5000, ""learning_rate"": 0.003975925791967523, ""num_leaves"": 15, ""max_depth"": 7, ""min_child_samples"": 10, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.9, ""bagging_freq"": 10, ""reg_alpha"": 0.0008543333323580257, ""reg_lambda"": 0.03832566328503007, ""min_split_gain"": 0.01080572425809307, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,62,0.861467,13.09,"{""n_estimators"": 3500, ""learning_rate"": 0.05399905565383905, ""num_leaves"": 191, ""max_depth"": 4, ""min_child_samples"": 5, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.8, ""bagging_freq"": 5, ""reg_alpha"": 0.12721813405843746, ""reg_lambda"": 0.14918837365654528, ""min_split_gain"": 0.011538631993583275, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,63,0.835804,6.77,"{""n_estimators"": 400, ""learning_rate"": 0.0210417278249365, ""num_leaves"": 15, ""max_depth"": 4, ""min_child_samples"": 40, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.5, ""bagging_freq"": 7, ""reg_alpha"": 0.0058185438050386935, ""reg_lambda"": 0.00045238619326624555, ""min_split_gain"": 0.061811120496463826, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,64,0.800063,16.47,"{""n_estimators"": 1600, ""learning_rate"": 0.003633243856986458, ""num_leaves"": 255, ""max_depth"": -1, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 10, ""reg_alpha"": 0.16263874322390848, ""reg_lambda"": 0.0012241133864151798, ""min_split_gain"": 0.00011822911294518109, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,65,0.867613,45.33,"{""n_estimators"": 800, ""learning_rate"": 0.007456181288401388, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 3, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.9, ""bagging_freq"": 1, ""reg_alpha"": 0.0034900376179821686, ""reg_lambda"": 0.0034497850051824486, ""min_split_gain"": 0.0025795833690655493, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,66,0.841767,23.44,"{""n_estimators"": 3500, ""learning_rate"": 0.009197118373449456, ""num_leaves"": 191, ""max_depth"": 7, ""min_child_samples"": 200, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.5, ""bagging_freq"": 7, ""reg_alpha"": 0.521198895254575, ""reg_lambda"": 6.00939196475395, ""min_split_gain"": 0.0021888613764000507, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,67,0.871404,19.24,"{""n_estimators"": 3500, ""learning_rate"": 0.031609818309096496, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 10, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 0.009692627877344437, ""reg_lambda"": 0.005641846363784332, ""min_split_gain"": 0.02064990380231004, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,68,0.865457,12.99,"{""n_estimators"": 1600, ""learning_rate"": 0.07700576700793105, ""num_leaves"": 23, ""max_depth"": 7, ""min_child_samples"": 20, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.8, ""bagging_freq"": 10, ""reg_alpha"": 0.08487050923636207, ""reg_lambda"": 0.8110637513029866, ""min_split_gain"": 0.0004452796292975301, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,69,0.869827,22.18,"{""n_estimators"": 400, ""learning_rate"": 0.05599316340401688, ""num_leaves"": 47, ""max_depth"": 7, ""min_child_samples"": 20, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.6, ""bagging_freq"": 0, ""reg_alpha"": 0.0006109105228783473, ""reg_lambda"": 0.0005012179082455696, ""min_split_gain"": 0.00019287873389789087, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,70,0.805816,24.50,"{""n_estimators"": 1600, ""learning_rate"": 0.003488986163152767, ""num_leaves"": 23, ""max_depth"": 4, ""min_child_samples"": 5, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.9, ""bagging_freq"": 1, ""reg_alpha"": 0.0009108167727270512, ""reg_lambda"": 2.2244783446379564, ""min_split_gain"": 0.113681590002727, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,71,0.867342,143.04,"{""n_estimators"": 5000, ""learning_rate"": 0.00895382454497938, ""num_leaves"": 383, ""max_depth"": 12, ""min_child_samples"": 3, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.7, ""bagging_freq"": 5, ""reg_alpha"": 0.004377153195443705, ""reg_lambda"": 0.30974250998796266, ""min_split_gain"": 0.004767889539477683, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,72,0.835922,11.32,"{""n_estimators"": 800, ""learning_rate"": 0.0165691458411322, ""num_leaves"": 191, ""max_depth"": 7, ""min_child_samples"": 200, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 1.1627430447163345, ""reg_lambda"": 0.5855668789135654, ""min_split_gain"": 0.003113767034537735, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,73,0.861319,15.78,"{""n_estimators"": 600, ""learning_rate"": 0.01890955199882674, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 40, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 7, ""reg_alpha"": 0.04936927442549309, ""reg_lambda"": 0.011433798572797272, ""min_split_gain"": 0.0014452594696657344, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,74,0.849403,9.62,"{""n_estimators"": 400, ""learning_rate"": 0.016835600958613736, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 80, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.7, ""bagging_freq"": 3, ""reg_alpha"": 0.007436175613785081, ""reg_lambda"": 0.04324611998785859, ""min_split_gain"": 0.01352485117428011, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,75,0.823085,42.71,"{""n_estimators"": 5000, ""learning_rate"": 0.005255073160592931, ""num_leaves"": 255, ""max_depth"": -1, ""min_child_samples"": 80, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 10, ""reg_alpha"": 0.056324042539951075, ""reg_lambda"": 0.009745996619196602, ""min_split_gain"": 0.0003906325880628337, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,76,0.830221,11.59,"{""n_estimators"": 600, ""learning_rate"": 0.010083958540525165, ""num_leaves"": 31, ""max_depth"": 16, ""min_child_samples"": 80, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.6, ""bagging_freq"": 7, ""reg_alpha"": 3.186945518567171, ""reg_lambda"": 0.4907463406585249, ""min_split_gain"": 0.04086251112243494, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,77,0.807382,12.25,"{""n_estimators"": 600, ""learning_rate"": 0.005226396331051283, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.0001507175507597542, ""reg_lambda"": 0.040605861692631334, ""min_split_gain"": 0.007824874672671796, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,78,0.862453,14.10,"{""n_estimators"": 5000, ""learning_rate"": 0.0753307105583738, ""num_leaves"": 95, ""max_depth"": 5, ""min_child_samples"": 120, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.9, ""bagging_freq"": 0, ""reg_alpha"": 0.003962225446154232, ""reg_lambda"": 0.00967133067928649, ""min_split_gain"": 0.020404302056030686, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,79,0.867752,15.28,"{""n_estimators"": 1200, ""learning_rate"": 0.07594407353572823, ""num_leaves"": 383, ""max_depth"": 9, ""min_child_samples"": 80, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 0, ""reg_alpha"": 1.4019915983497169, ""reg_lambda"": 0.0007800222065315045, ""min_split_gain"": 0.00011670084599867112, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,80,0.851203,7.51,"{""n_estimators"": 400, ""learning_rate"": 0.06624834748703073, ""num_leaves"": 15, ""max_depth"": 16, ""min_child_samples"": 40, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.018509902818785093, ""reg_lambda"": 0.003134435144950572, ""min_split_gain"": 0.0008444174753157784, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,81,0.806990,10.98,"{""n_estimators"": 600, ""learning_rate"": 0.006792211760338053, ""num_leaves"": 23, ""max_depth"": 12, ""min_child_samples"": 200, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.9, ""bagging_freq"": 5, ""reg_alpha"": 0.007135965899566918, ""reg_lambda"": 0.022135245422425565, ""min_split_gain"": 0.026585440548447057, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,82,0.873042,107.04,"{""n_estimators"": 3500, ""learning_rate"": 0.00905477130854196, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 2, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 2.613962949594499, ""reg_lambda"": 0.3703079982406346, ""min_split_gain"": 0.001223051961889716, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,83,0.866567,25.54,"{""n_estimators"": 2400, ""learning_rate"": 0.024734923392164453, ""num_leaves"": 15, ""max_depth"": 12, ""min_child_samples"": 20, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.7, ""bagging_freq"": 7, ""reg_alpha"": 0.08422606416698383, ""reg_lambda"": 0.0002585310700695142, ""min_split_gain"": 0.001085229830564575, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,84,0.864477,32.50,"{""n_estimators"": 1600, ""learning_rate"": 0.015209915240255448, ""num_leaves"": 23, ""max_depth"": 7, ""min_child_samples"": 2, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.5459042938710219, ""reg_lambda"": 3.9638052095114005, ""min_split_gain"": 0.00027062168200040073, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,85,0.866740,10.53,"{""n_estimators"": 400, ""learning_rate"": 0.04912180537256735, ""num_leaves"": 95, ""max_depth"": 16, ""min_child_samples"": 10, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 0.3460399100076095, ""reg_lambda"": 0.007025040698987785, ""min_split_gain"": 0.00016348221139199102, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,86,0.837594,11.54,"{""n_estimators"": 600, ""learning_rate"": 0.009769167537392839, ""num_leaves"": 23, ""max_depth"": 16, ""min_child_samples"": 200, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 3, ""reg_alpha"": 0.0006526509087717865, ""reg_lambda"": 0.00625358110436794, ""min_split_gain"": 0.0008063989761071303, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,87,0.822713,10.63,"{""n_estimators"": 600, ""learning_rate"": 0.005323468987487317, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 2, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 1.975436270990761, ""reg_lambda"": 0.06638603084777489, ""min_split_gain"": 0.20497098802971067, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,88,0.846112,18.11,"{""n_estimators"": 800, ""learning_rate"": 0.008267627285588604, ""num_leaves"": 47, ""max_depth"": 4, ""min_child_samples"": 2, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 0.09559759888451301, ""reg_lambda"": 0.19576078430627794, ""min_split_gain"": 0.0005201150689080615, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,89,0.858928,16.47,"{""n_estimators"": 5000, ""learning_rate"": 0.022843512672294782, ""num_leaves"": 47, ""max_depth"": 7, ""min_child_samples"": 120, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.5, ""bagging_freq"": 7, ""reg_alpha"": 0.0007838268058309858, ""reg_lambda"": 0.011579392159683146, ""min_split_gain"": 0.002156697775099346, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,90,0.790155,11.14,"{""n_estimators"": 1200, ""learning_rate"": 0.0033178347764022454, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 200, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.7, ""bagging_freq"": 7, ""reg_alpha"": 0.9480128296744041, ""reg_lambda"": 0.0004365409595175596, ""min_split_gain"": 0.0003208871704179165, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
